Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-11-15 20:38:34.730644,4084.12121171,0,4202.09090867,0,4165.5151511,0,4165.5151511,0,4112.96969656,0,4147.99999959,0,4152.12121171,0,4085.66666626,0,4151.60606019,0,4181.48484807,0,4089.27272686,0,4104.72727232,0,4143.36363595,0,4125.84848444,0,42.0,42.0,?
2017-11-15 20:38:34.731099,4093.39393898,0,4194.36363594,0,4167.06060564,0,4156.75757534,0,4107.81818141,0,4144.90909049,0,4153.15151474,0,4087.2121208,0,4158.8181814,0,4162.42424201,0,4068.15151474,0,4111.42424201,0,4136.15151474,0,4118.12121171,0,42.0,42.0,?
2017-11-15 20:38:34.731411,4093.39393898,0,4194.36363594,0,4167.06060564,0,4156.75757534,0,4107.81818141,0,4144.90909049,0,4153.15151474,0,4087.2121208,0,4158.8181814,0,4162.42424201,0,4068.15151474,0,4111.42424201,0,4136.15151474,0,4118.12121171,0,42.0,42.0,?
2017-11-15 20:38:34.732703,4088.24242383,0,4188.69696928,0,4161.90909049,0,4143.87878746,0,4104.2121208,0,4134.60606019,0,4145.42424201,0,4085.15151474,0,4152.63636322,0,4168.60606019,0,4057.84848444,0,4101.63636323,0,4133.06060565,0,4115.54545413,0,42.0,42.0,?
2017-11-15 20:38:34.733280,4093.9090905,0,4196.93939352,0,4167.57575716,0,4165.5151511,0,4106.78787838,0,4141.30302989,0,4150.57575716,0,4088.75757535,0,4166.54545413,0,4190.75757534,0,4086.69696929,0,4101.63636323,0,4145.93939352,0,4123.27272686,0,42.0,42.0,?
2017-11-15 20:38:34.733473,4106.78787838,0,4110.39393898,0,4082.57575717,0,4083.09090868,0,4074.33333293,0,4070.21212081,0,4083.6060602,0,4039.3030299,0,4093.39393898,0,4092.36363595,0,4061.96969656,0,4105.75757535,0,4090.30302989,0,4059.39393899,0,42.0,42.0,?
2017-11-15 20:38:34.738385,4094.93939353,0,4113.99999959,0,4080.51515111,0,4090.30302989,0,4087.72727232,0,4068.15151474,0,4095.45454505,0,4058.87878747,0,4082.06060565,0,4104.72727232,0,4041.87878747,0,4100.09090868,0,4093.9090905,0,4065.06060565,0,42.0,42.0,?
2017-11-15 20:38:34.739166,4094.93939353,0,4113.99999959,0,4080.51515111,0,4090.30302989,0,4087.72727232,0,4068.15151474,0,4095.45454505,0,4058.87878747,0,4082.06060565,0,4104.72727232,0,4041.87878747,0,4100.09090868,0,4093.9090905,0,4065.06060565,0,42.0,42.0,?
2017-11-15 20:38:34.739335,4094.93939353,0,4113.99999959,0,4080.51515111,0,4090.30302989,0,4087.72727232,0,4068.15151474,0,4095.45454505,0,4058.87878747,0,4082.06060565,0,4104.72727232,0,4041.87878747,0,4100.09090868,0,4093.9090905,0,4065.06060565,0,42.0,42.0,?
2017-11-15 20:38:34.741709,4094.93939353,0,4158.8181814,0,4137.18181777,0,4107.81818141,0,4098.03030262,0,4103.18181777,0,4121.72727232,0,4068.66666626,0,4114.5151511,0,4140.27272686,0,4056.81818141,0,4103.18181777,0,4132.03030262,0,4105.24242383,0,42.0,42.0,?
