Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-11-15 20:31:25.076969,4162.93939352,0,4217.03030261,0,4197.96969655,0,4153.15151474,0,4186.63636322,0,4136.15151474,0,4141.30302989,0,4137.69696928,0,4130.48484807,0,4117.60606019,0,4154.69696928,0,4160.87878746,0,4165.5151511,0,4169.1212117,0,42.0,42.0,?
2017-11-15 20:31:25.077287,4151.60606019,4.1212121208,4251.03030261,0,4224.24242382,0,4033.63636323,0,4182.5151511,0,4138.2121208,0,4156.24242383,0,4229.90909049,0,4164.99999958,0,4150.57575716,0,4161.39393898,0,4165.5151511,0,4174.78787837,0,4156.24242383,0,42.0,42.0,?
2017-11-15 20:31:25.077513,4151.60606019,4.1212121208,4251.03030261,0,4224.24242382,0,4033.63636323,0,4182.5151511,0,4138.2121208,0,4156.24242383,0,4229.90909049,0,4164.99999958,0,4150.57575716,0,4161.39393898,0,4165.5151511,0,4174.78787837,0,4156.24242383,0,42.0,42.0,?
2017-11-15 20:31:25.077901,4150.57575716,4.1212121208,4251.54545412,1285.81818169,4220.63636321,0,4028.9999996,0,4178.39393898,0,4131.5151511,0,4148.5151511,0,4222.69696927,0,4158.30302989,0,4141.8181814,0,4159.33333292,0,4163.96969655,0,4172.72727231,0,4149.03030262,0,42.0,42.0,?
2017-11-15 20:31:25.078309,4153.15151474,4.1212121208,4247.93939351,1285.81818169,4219.09090867,0,4037.75757535,0,4180.96969655,0,4130.99999959,0,4138.2121208,0,4213.93939352,0,4153.15151474,0,4136.15151474,0,4161.90909049,0,4162.42424201,0,4169.1212117,0,4149.54545413,3127.99999969,42.0,42.0,?
2017-11-15 20:31:25.079194,4151.09090868,4.1212121208,4248.45454503,1285.81818169,4221.15151473,1355.87878774,4035.69696929,0,4179.42424201,0,4125.84848444,0,4127.9090905,0,4212.90909049,0,4153.66666625,0,4141.8181814,0,4159.33333292,0,4162.42424201,0,4170.66666625,0,4150.57575716,3127.99999969,42.0,42.0,?
2017-11-15 20:31:25.081018,4155.2121208,4.1212121208,4246.90909048,1285.81818169,4224.75757534,1355.87878774,4022.81818142,980.84848475,4180.96969655,0,4122.24242383,0,4126.36363595,0,4220.63636321,0,4162.42424201,0,4144.90909049,0,4157.27272686,0,4163.96969655,0,4171.18181776,0,4145.93939352,3127.99999969,42.0,42.0,?
2017-11-15 20:31:25.081185,4149.03030262,4.1212121208,4244.33333291,1285.81818169,4230.424242,1355.87878774,4025.90909051,980.84848475,4183.54545413,2728.24242397,4128.42424201,0,4141.30302989,0,4234.54545412,0,4169.63636322,0,4150.06060565,0,4160.36363595,0,4162.93939352,0,4172.72727231,0,4143.87878746,3127.99999969,42.0,42.0,?
2017-11-15 20:31:25.083647,4153.15151474,4.1212121208,4236.09090867,1285.81818169,4222.18181776,1355.87878774,4026.93939354,980.84848475,4181.48484807,2728.24242397,4135.12121171,2732.36363609,4159.33333292,0,4243.81818139,0,4164.48484807,0,4139.24242383,0,4156.75757534,0,4161.39393898,0,4171.18181776,0,4144.90909049,3127.99999969,42.0,42.0,?
2017-11-15 20:31:25.083796,4153.15151474,4.1212121208,4236.09090867,1285.81818169,4222.18181776,1355.87878774,4026.93939354,980.84848475,4181.48484807,2728.24242397,4134.60606019,2732.36363609,4161.39393898,4195.39393897,4243.30302988,0,4164.48484807,0,4139.24242383,0,4157.78787837,0,4161.39393898,0,4162.42424201,0,4137.69696928,3127.99999969,42.0,42.0,?
2017-11-15 20:31:25.084161,4145.93939352,4.1212121208,4237.1212117,1285.81818169,4225.78787837,1355.87878774,4027.45454505,980.84848475,4178.90909049,2728.24242397,4135.63636322,2732.36363609,4159.33333292,4195.39393897,4245.36363594,3972.84848445,4169.1212117,0,4138.72727231,0,4161.39393898,0,4160.36363595,0,4159.33333292,0,4134.60606019,3127.99999969,42.0,42.0,?
