Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-11-15 20:39:56.890854,4159.84848443,0,4168.60606019,0,4156.24242383,0,4127.9090905,0,4158.8181814,0,4117.09090868,0,4096.99999959,0,4107.81818141,0,4071.24242384,0,4124.30302989,0,4162.42424201,0,4157.78787837,0,4110.39393898,0,4158.8181814,3379.39393906,42.0,42.0,?
2017-11-15 20:39:56.891665,4149.03030262,0,4146.45454504,0,4114.5151511,0,4126.87878747,0,4159.84848443,0,4098.03030262,0,4138.2121208,0,4141.30302989,0,4114.5151511,0,4148.5151511,0,4151.60606019,0,4157.78787837,0,4152.12121171,0,4120.69696928,3379.39393906,42.0,42.0,?
2017-11-15 20:39:56.892068,4148.5151511,0,4169.1212117,0,4143.87878746,0,4136.66666625,0,4159.33333292,0,4109.36363595,0,4140.27272686,0,4143.87878746,0,4148.5151511,0,4168.60606019,0,4164.48484807,0,4156.24242383,0,4156.75757534,0,4128.93939353,3379.39393906,42.0,42.0,?
2017-11-15 20:39:56.894408,4162.42424201,0,4140.78787837,0,4126.87878747,0,4116.06060565,0,4152.63636322,0,4090.81818141,0,4118.63636322,0,4125.33333292,0,4122.24242383,0,4139.75757534,0,4144.39393898,0,4158.8181814,0,4138.72727231,0,4104.72727232,3379.39393906,42.0,42.0,?
2017-11-15 20:39:56.895122,4140.78787837,0,4166.54545413,0,4138.72727231,0,4152.12121171,0,4159.33333292,0,4117.09090868,0,4142.33333292,0,4141.8181814,0,4118.12121171,0,4163.45454504,0,4125.33333292,0,4157.27272686,0,4153.15151474,0,4122.75757535,3379.39393906,42.0,42.0,?
2017-11-15 20:39:56.895377,4142.84848443,12.3636363624,4157.78787837,1619.63636347,4151.09090868,0,4140.78787837,0,4157.78787837,0,4103.18181777,0,4139.24242383,0,4142.33333292,0,4130.48484807,0,4157.27272686,0,4135.63636322,0,4156.24242383,0,4145.93939352,0,4127.9090905,3379.39393906,42.0,42.0,?
2017-11-15 20:39:56.897658,4142.84848443,12.3636363624,4157.78787837,1619.63636347,4151.09090868,0,4140.78787837,0,4157.78787837,0,4103.18181777,0,4139.24242383,0,4142.33333292,0,4130.48484807,0,4157.27272686,0,4135.63636322,0,4156.24242383,0,4145.93939352,0,4127.9090905,3379.39393906,42.0,42.0,?
2017-11-15 20:39:56.899802,4139.75757534,12.3636363624,4161.90909049,1619.63636347,4155.2121208,0,4150.06060565,0,4147.99999959,0,4107.30302989,0,4150.06060565,0,4145.93939352,0,4138.2121208,0,4160.36363595,0,4134.09090868,0,4158.30302989,0,4147.99999959,0,4130.99999959,3614.30302994,42.0,42.0,?
2017-11-15 20:39:56.899978,4160.36363595,12.3636363624,4153.15151474,1619.63636347,4125.33333292,1599.03030287,4130.48484807,0,4147.99999959,0,4088.24242383,0,4131.5151511,0,4132.03030262,0,4094.42424201,0,4136.15151474,0,4134.09090868,0,4158.30302989,0,4138.72727231,0,4116.06060565,3614.30302994,42.0,42.0,?
2017-11-15 20:39:56.900189,4143.87878746,12.3636363624,4185.60606019,1619.63636347,4166.03030261,1599.03030287,4160.36363595,1401.21212107,4151.60606019,3581.33333298,4121.72727232,0,4159.33333292,0,4150.06060565,0,4156.24242383,0,4177.36363595,0,4157.78787837,0,4157.78787837,0,4159.84848443,0,4143.36363595,3614.30302994,42.0,42.0,?
2017-11-15 20:39:56.905184,4133.06060565,12.3636363624,4181.48484807,1619.63636347,4165.5151511,1599.03030287,4160.36363595,1401.21212107,4153.15151474,3581.33333298,4121.72727232,0,4159.33333292,0,4150.06060565,0,4144.90909049,0,4167.06060564,0,4157.78787837,0,4159.84848443,0,4159.84848443,0,4143.36363595,3614.30302994,42.0,42.0,?
