Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-11-15 21:11:04.504461,4149.03030262,0,4150.06060565,0,4140.27272686,0,4130.48484807,0,4142.84848443,0,4126.87878747,0,4139.75757534,0,4104.2121208,0,4132.54545413,0,4144.39393898,0,4149.54545413,0,4149.03030262,0,4139.75757534,0,4168.09090867,0,42.0,42.0,?
2017-11-15 21:11:04.504769,4158.8181814,0,4167.06060564,0,4156.75757534,0,4144.39393898,0,4162.42424201,0,4144.90909049,0,4143.87878746,0,4149.03030262,0,4151.09090868,0,4145.93939352,0,4153.66666625,0,4156.75757534,0,4176.84848443,0,4155.72727231,0,42.0,42.0,?
2017-11-15 21:11:04.505236,4158.8181814,0,4167.06060564,0,4156.75757534,0,4153.15151474,0,4162.42424201,0,4150.57575716,0,4144.90909049,0,4157.27272686,0,4151.09090868,0,4153.66666625,0,4154.18181777,0,4156.75757534,0,4177.87878746,0,4160.36363595,0,42.0,42.0,?
2017-11-15 21:11:04.507533,4150.57575716,0,4163.45454504,0,4152.63636322,0,4155.72727231,0,4158.8181814,0,4149.03030262,0,4143.87878746,0,4159.84848443,0,4150.57575716,0,4145.93939352,0,4151.09090868,0,4155.2121208,0,4172.72727231,0,4155.72727231,0,42.0,42.0,?
2017-11-15 21:11:04.507738,4157.27272686,0,4159.84848443,0,4150.57575716,0,4152.12121171,0,4154.69696928,0,4141.8181814,0,4138.72727231,0,4148.5151511,0,4138.2121208,0,4137.18181777,0,4151.60606019,0,4153.15151474,0,4171.18181776,0,4153.15151474,0,42.0,42.0,?
2017-11-15 21:11:04.509954,4149.54545413,0,4158.30302989,0,4151.09090868,0,4156.24242383,0,4147.48484807,0,4137.69696928,0,4134.09090868,0,4140.27272686,0,4138.72727231,0,4138.72727231,0,4153.66666625,0,4152.63636322,0,4172.72727231,0,4151.60606019,0,42.0,42.0,?
2017-11-15 21:11:04.510141,4153.15151474,0,4163.96969655,0,4155.2121208,0,4156.24242383,0,4153.15151474,0,4140.27272686,0,4140.27272686,0,4143.87878746,0,4159.84848443,0,4148.5151511,0,4153.15151474,0,4155.72727231,0,4177.36363595,0,4157.78787837,0,42.0,42.0,?
2017-11-15 21:11:04.510429,4155.72727231,0,4172.72727231,0,4164.48484807,0,4151.09090868,0,4159.84848443,0,4142.33333292,0,4148.5151511,0,4151.09090868,0,4159.84848443,0,4159.84848443,0,4160.87878746,0,4159.33333292,0,4179.42424201,0,4169.63636322,0,42.0,42.0,?
2017-11-15 21:11:04.511053,4149.03030262,0,4179.42424201,0,4170.66666625,0,4160.87878746,0,4154.69696928,0,4142.84848443,0,4145.42424201,0,4157.27272686,0,4132.54545413,0,4159.84848443,0,4158.8181814,0,4154.69696928,0,4172.72727231,0,4172.21212079,0,42.0,42.0,?
2017-11-15 21:11:04.513000,4154.18181777,0,4176.84848443,0,4172.21212079,0,4163.45454504,0,4164.99999958,0,4157.78787837,0,4156.24242383,0,4155.72727231,0,4164.48484807,0,4155.72727231,0,4146.45454504,0,4157.27272686,0,4172.21212079,0,4170.15151473,0,42.0,42.0,?
2017-11-15 21:11:04.515834,4154.18181777,0,4176.84848443,0,4172.21212079,0,4163.45454504,0,4164.99999958,0,4157.78787837,0,4156.24242383,0,4155.72727231,0,4164.48484807,0,4155.72727231,0,4146.45454504,0,4157.27272686,0,4172.21212079,0,4170.15151473,0,42.0,42.0,?
2017-11-15 21:11:04.521886,4154.18181777,0,4176.84848443,0,4172.21212079,0,4163.45454504,0,4164.99999958,0,4157.78787837,0,4156.24242383,0,4155.72727231,0,4164.48484807,0,4155.72727231,0,4146.45454504,0,4157.27272686,0,4172.21212079,0,4170.15151473,0,42.0,42.0,?
2017-11-15 21:11:04.529896,4159.33333292,0,4175.30302989,0,4167.57575716,0,4171.18181776,0,4163.45454504,0,4156.24242383,0,4148.5151511,0,4149.54545413,0,4140.78787837,0,4152.63636322,0,4151.60606019,0,4157.78787837,0,4170.66666625,0,4166.54545413,0,42.0,42.0,?
2017-11-15 21:11:04.536947,4152.63636322,0,4183.54545413,0,4168.60606019,0,4173.75757534,0,4161.90909049,0,4155.72727231,0,4139.24242383,0,4144.90909049,0,4137.18181777,0,4146.96969656,0,4153.66666625,0,4156.75757534,0,4173.24242383,0,4168.60606019,0,42.0,42.0,?
2017-11-15 21:11:04.545023,4161.39393898,0,4185.09090867,0,4170.66666625,0,4169.63636322,0,4161.90909049,0,4156.75757534,0,4139.75757534,0,4154.69696928,0,4148.5151511,0,4148.5151511,0,4154.18181777,0,4156.75757534,0,4177.36363595,0,4174.27272686,0,42.0,42.0,?
2017-11-15 21:11:04.552899,4152.63636322,0,4183.54545413,0,4173.75757534,0,4169.1212117,0,4160.36363595,0,4156.24242383,0,4147.48484807,0,4164.99999958,0,4167.57575716,0,4161.39393898,0,4155.2121208,0,4157.78787837,0,4180.96969655,0,4176.84848443,0,42.0,42.0,?
2017-11-15 21:11:04.560916,4153.15151474,0,4182.5151511,0,4171.69696928,0,4167.57575716,0,4158.30302989,0,4154.69696928,0,4145.42424201,0,4157.27272686,0,4176.84848443,0,4162.42424201,0,4149.54545413,0,4156.75757534,0,4174.78787837,0,4173.24242383,0,42.0,42.0,?
2017-11-15 21:11:04.568897,4159.84848443,0,4182.5151511,0,4172.21212079,0,4166.03030261,0,4157.78787837,0,4155.2121208,0,4139.75757534,0,4151.09090868,0,4162.93939352,0,4155.2121208,0,4150.57575716,0,4158.8181814,0,4171.18181776,0,4172.72727231,0,42.0,42.0,?
2017-11-15 21:11:04.576889,4150.57575716,0,4186.63636322,0,4179.93939352,0,4171.18181776,0,4157.27272686,0,4154.69696928,0,4144.90909049,0,4153.15151474,0,4154.18181777,0,4163.45454504,0,4150.06060565,0,4159.33333292,0,4179.93939352,0,4177.36363595,0,42.0,42.0,?
2017-11-15 21:11:04.584966,4160.87878746,0,4188.69696928,0,4181.48484807,0,4171.18181776,0,4158.8181814,0,4153.66666625,0,4152.12121171,0,4156.24242383,0,4153.15151474,0,4167.06060564,0,4146.96969656,0,4160.36363595,0,4182.5151511,0,4178.90909049,0,42.0,42.0,?
2017-11-15 21:11:04.592896,4153.15151474,12.3636363624,4180.45454504,0,4174.78787837,0,4163.96969655,0,4154.69696928,0,4153.66666625,0,4150.06060565,0,4158.30302989,0,4152.12121171,0,4156.75757534,0,4153.15151474,0,4157.78787837,0,4173.75757534,0,4172.72727231,0,42.0,42.0,?
